JobID	User	Group	State	ExitCode	NNodes	AllocCPUS	CPU_Utilized	CPU_Efficiency	core_walltime	Elapsed	Elapsed_raw	MaxRSS_Utilized	REQMEM	memory_efficiency
8166686	dcking@colostate.edu	dckingpgrp@colostate.edu	OUT_OF_MEMORY	0:125	1	12	00:56:49	8.233007340867381	11:30:12	00:57:31	3451.0	40.00 GB	48318382080	88.89698452419705
8306952	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	20	01:59:40	4.970922874549986	1-16:07:20	02:00:22	7222.0	59.83 GB	80530636800	79.77317810058594
8381058	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	20	11:57:49	4.983338462962534	10-00:04:20	12:00:13	43213.0	60.09 GB	80530636800	80.12258402506511
8390525	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	20	00:15:05	4.901125541125541	05:08:00	00:15:24	924.0	14.76 GB	80530636800	19.676798502604168
8390658	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	20	11:57:52	4.984492894505393	10-00:02:00	12:00:06	43206.0	74.26 GB	80530636800	99.0106913248698
8413745	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	20	00:59:41	4.948564520585797	20:06:20	01:00:19	3619.0	61.10 GB	80530636800	81.46006774902344
8479534	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	0	00:00:00	0	00:00:00	00:00:00	0.0	0.00 B	32212254720	0.0
8480274	dcking@colostate.edu	dckingpgrp@colostate.edu	FAILED	9:0	1	1	00:00:01	0.052450469238790404	00:31:58	00:31:58	1918.0	6.06 MB	4026531840	0.15777587890625
8848868	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:01	0.2367732558139535	00:11:28	00:11:28	688.0	14.57 MB	4026531840	0.37933349609375
8849098	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	4	00:11:10	4.642541551246537	04:00:40	01:00:10	3610.0	3.96 GB	16106127360	26.399815877278648
8849377	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	0	00:00:00	0	00:00:00	00:00:00	0.0	0.00 B	32212254720	0.0
8849406	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	0	00:00:00	0	00:00:00	00:00:00	0.0	0.00 B	16106127360	0.0
8849411	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	0	00:00:00	0	00:00:00	00:00:00	0.0	0.00 B	16106127360	0.0
8849420	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	4	00:00:24	0.08515354820860424	08:01:56	02:00:29	7229.0	445.77 MB	16106127360	2.9021453857421875
8849610	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	4	00:00:00	0.0067200854700854695	02:36:00	00:39:00	2340.0	2.84 MB	16106127360	0.018463134765625
9059542	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.20909090909090908	00:00:11	00:00:11	11.0	0.00 B	4026531840	0.0
9059543	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.2	00:00:10	00:00:10	10.0	0.00 B	4026531840	0.0
9059544	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.17272727272727273	00:00:11	00:00:11	11.0	0.00 B	4026531840	0.0
9059590	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	0	00:00:00	0	00:00:00	00:00:00	0.0	0.00 B	4026531840	0.0
9700133	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:01	0.0835494880546075	00:24:25	00:24:25	1465.0	15.60 MB	4026531840	0.40618896484375
9742844	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.27999999999999997	00:00:05	00:00:05	5.0	0.00 B	4026531840	0.0
9742843_1	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.07727272727272728	00:00:22	00:00:22	22.0	396.00 KB	4026531840	0.01007080078125
9742843_2	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.08888888888888889	00:00:18	00:00:18	18.0	396.00 KB	4026531840	0.01007080078125
9742843_3	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.10588235294117646	00:00:17	00:00:17	17.0	396.00 KB	4026531840	0.01007080078125
9742843_4	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.12857142857142856	00:00:14	00:00:14	14.0	0.00 B	4026531840	0.0
9742843_5	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.1	00:00:18	00:00:18	18.0	396.00 KB	4026531840	0.01007080078125
9742843_6	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.1	00:00:18	00:00:18	18.0	396.00 KB	4026531840	0.01007080078125
9742843_7	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.11249999999999999	00:00:16	00:00:16	16.0	396.00 KB	4026531840	0.01007080078125
9742843_8	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.09444444444444444	00:00:18	00:00:18	18.0	396.00 KB	4026531840	0.01007080078125
9742843_9	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.12142857142857144	00:00:14	00:00:14	14.0	0.00 B	4026531840	0.0
9742843_10	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.13076923076923078	00:00:13	00:00:13	13.0	0.00 B	4026531840	0.0
9742869	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.08750000000000001	00:00:16	00:00:16	16.0	0.00 B	4026531840	0.0
9742870	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.08235294117647059	00:00:17	00:00:17	17.0	396.00 KB	4026531840	0.01007080078125
9742871	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.09333333333333334	00:00:15	00:00:15	15.0	0.00 B	4026531840	0.0
9743718	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.1	00:00:15	00:00:15	15.0	0.00 B	4026531840	0.0
9743719	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.1272727272727273	00:00:11	00:00:11	11.0	0.00 B	4026531840	0.0
9743720	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.15	00:00:10	00:00:10	10.0	0.00 B	4026531840	0.0
11055007	dcking@colostate.edu	dckingpgrp@colostate.edu	FAILED	9:0	1	1	00:00:04	0.1981300089047195	00:37:26	00:37:26	2246.0	16.37 MB	4026531840	0.42633056640624994
11055137	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:01	0.23258928571428567	00:07:28	00:07:28	448.0	2.96 MB	4026531840	0.07720947265625
11965642	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	1	00:00:04	0.010200541253209353	12:00:33	12:00:33	43233.0	48.93 MB	4026531840	1.2742106119791667
12051616	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	1	00:02:56	4.542632663575477	01:04:42	01:04:42	3882.0	2.45 GB	4026531840	65.25370279947916
12060421	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	1	00:00:22	0.051473581937633024	12:00:28	12:00:28	43228.0	297.66 MB	4026531840	7.751566569010417
12109569	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	1	00:00:15	0.3911893141536091	01:04:53	01:04:53	3893.0	289.49 MB	4026531840	7.538757324218751
12171700	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:12	0.35885630498533727	00:56:50	00:56:50	3410.0	137.18 MB	4026531840	3.5723876953124996
12248731	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:04	0.5670454545454545	00:14:40	00:14:40	880.0	16.37 MB	4026531840	0.42633056640624994
12405073	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	1	00:00:09	0.022115295641713703	12:00:28	12:00:28	43228.0	104.45 MB	4026531840	2.7199300130208335
12480707	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	1	00:05:40	5.715787705744037	01:39:14	01:39:14	5954.0	155.14 MB	4026531840	4.04022216796875
12524778	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	1	00:00:32	0.07623927274409568	12:00:31	12:00:31	43231.0	268.43 MB	4026531840	6.990254720052083
12627019	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	4	00:00:10	0.11638914233576643	02:26:08	00:36:32	2192.0	205.65 MB	16106127360	1.3388570149739583
12694350	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	4	00:00:09	0.016147495490495354	16:00:56	04:00:14	14414.0	166.98 MB	16106127360	1.0871124267578125
12734784	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	4	00:00:09	0.016140448268683643	16:00:44	04:00:11	14411.0	108.79 MB	16106127360	0.7082621256510417
12759346	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	4	00:00:06	0.1620967741935484	01:06:08	00:16:32	992.0	102.09 MB	16106127360	0.6646728515625
12762492	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	4	00:20:39	2.147696387714068	16:01:32	04:00:23	14423.0	6.40 GB	16106127360	42.68297831217448
12771989	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	4	00:00:18	0.03146252602359473	16:00:40	04:00:10	14410.0	208.00 MB	16106127360	1.3541412353515625
12781333	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:01	0.06402116402116402	00:28:21	00:28:21	1701.0	3.87 MB	4026531840	0.1007080078125
12781360	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	1	00:00:00	0.27555555555555555	00:00:45	00:00:45	45.0	1.68 MB	4026531840	0.04364013671875
12781385	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	1	00:00:10	0.6903713892709766	00:24:14	00:24:14	1454.0	26.43 MB	4026531840	0.68817138671875
12781767	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	4	00:00:14	0.13649247975318163	02:52:52	00:43:13	2593.0	158.48 MB	16106127360	1.0317484537760415
12796816	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	4	00:00:05	0.009202677394742318	16:01:08	04:00:17	14417.0	50.97 MB	16106127360	0.3318277994791667
12928709	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	4	00:07:34	0.7879537094871261	16:00:36	04:00:09	14409.0	744.81 MB	16106127360	4.8490142822265625
12961949	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	4	00:00:09	0.07907526155923052	03:17:32	00:49:23	2963.0	164.89 MB	16106127360	1.0734812418619792
13169012	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:01	0.46947040498442366	00:05:21	00:05:21	321.0	8.89 MB	4026531840	0.23162841796875003
13211470	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	1	00:00:01	0.05210060807075733	01:00:18	01:00:18	3618.0	5.93 MB	4026531840	0.1544189453125
13380025	dcking@colostate.edu	dckingpgrp@colostate.edu	FAILED	1:0	1	1	00:00:02	0.13651474530831098	00:31:05	00:31:05	1865.0	14.05 MB	4026531840	0.36590576171875
13428190	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:02	0.14028497409326424	00:25:44	00:25:44	1544.0	7.35 MB	4026531840	0.19134521484375
13476999	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:01	0.0860280658938377	00:27:19	00:27:19	1639.0	6.19 MB	4026531840	0.1611328125
13583497	dcking@colostate.edu	dckingpgrp@colostate.edu	FAILED	9:0	1	1	00:00:00	0.05070993914807302	00:16:26	00:16:26	986.0	2.71 MB	4026531840	0.07049560546875
13583976	dcking@colostate.edu	dckingpgrp@colostate.edu	FAILED	9:0	1	1	00:00:01	0.04031007751937984	00:43:00	00:43:00	2580.0	6.06 MB	4026531840	0.15777587890625
13617444	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	1	00:00:00	0.024612403100775195	01:00:12	01:00:12	3612.0	6.06 MB	4026531840	0.15777587890625
13673653	dcking@colostate.edu	dckingpgrp@colostate.edu	FAILED	9:0	1	1	00:00:00	0.05413533834586466	00:28:49	00:28:49	1729.0	4.38 MB	4026531840	0.1141357421875
13676704	dcking@colostate.edu	dckingpgrp@colostate.edu	FAILED	9:0	1	1	00:00:01	0.061890055589870284	00:26:59	00:26:59	1619.0	6.06 MB	4026531840	0.15777587890625
13700305	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	0	00:00:00	0	00:00:00	00:00:00	0.0	0.00 B	4026531840	0.0
13700308	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	0	00:00:00	0	00:00:00	00:00:00	0.0	0.00 B	4026531840	0.0
13700311	dcking@colostate.edu	dckingpgrp@colostate.edu	CANCELLED by 2000886	0:0	1	0	00:00:00	0	00:00:00	00:00:00	0.0	0.00 B	4026531840	0.0
13707683	dcking@colostate.edu	dckingpgrp@colostate.edu	COMPLETED	0:0	1	1	00:00:00	0.05004306632213608	00:19:21	00:19:21	1161.0	5.93 MB	4026531840	0.1544189453125
13708744	dcking@colostate.edu	dckingpgrp@colostate.edu	TIMEOUT	0:0	1	1	00:00:01	0.034082708853733004	01:00:03	01:00:03	3603.0	7.35 MB	4026531840	0.19134521484375
13713346	dcking@colostate.edu	dckingpgrp@colostate.edu	RUNNING	0:0	1	1	00:00:00	0	00:00:39	00:00:39	39.0	0.00 B	4026531840	0.0
